"rules","support","confidence","lift"
"{QpsOffence=UNLAWFUL_ENTRY,Suburb=INDOOROOPILLY} => {Solved=False}",0.00111417962939474,0.806889352818372,1.6234004650203
"{QpsOffence=UNLAWFUL_ENTRY,Suburb=PADDINGTON} => {Solved=False}",0.00115021389942691,0.806875631951466,1.62337285967189
"{Unemployment_rating=VERY LOW,QpsOffence=ASSAULT} => {Solved=True}",0.00961394324458333,0.816301554277322,1.62298381859973
"{QpsOffence=UNLAWFUL_ENTRY,Suburb=CARINDALE} => {Solved=False}",0.00125543396792085,0.805735430157262,1.62107885973688
"{QpsOffence=UNLAWFUL_ENTRY} => {Solved=False}",0.123428905826597,0.804375393343916,1.61834256833891
"{Unemployment_rating=LOW,QpsOffence=ASSAULT,Suburb=FORTITUDE VALLEY} => {Solved=True}",0.00159992158942841,0.813186813186813,1.61679104049887
"{Unemployment_rating=MEDIUM,QpsOffence=UNLAWFUL_ENTRY} => {Solved=False}",0.0418098428329278,0.80331773242128,1.6162146344064
"{QpsOffence=THEFT,Suburb=CLAYFIELD} => {Solved=False}",0.00140245378965211,0.802805280528053,1.61518361988271
"{Unemployment_rating=VERY LOW,QpsOffence=UNLAWFUL_ENTRY} => {Solved=False}",0.0344069623975185,0.80235958455178,1.61428691322447
"{QpsOffence=UNLAWFUL_ENTRY,Suburb=KANGAROO POINT} => {Solved=False}",0.00134624032840192,0.801716738197425,1.61299355488859
"{QpsOffence=THEFT,Suburb=HERSTON} => {Solved=False}",0.00115886212423463,0.801595214356929,1.61274905809547
"{Solved=False,Suburb=BANYO} => {QpsOffence=THEFT}",0.00197179525616042,0.542857142857143,1.60909164704927
"{QpsOffence=THEFT,Suburb=ASCOT} => {Solved=False}",0.00114300704542048,0.798590130916415,1.60670305706978
