Index,Year,Suburb,OffenceType,CPI-Annual-Change
37542,2010,JINDALEE,PROPERTY_DAMAGE,MEDIUM
37543,2010,JINDALEE,THEFT,MEDIUM
37544,2010,JINDALEE,THEFT,MEDIUM
37545,2010,JINDALEE,UNLAWFUL_MOTOR_VEHICLE,MEDIUM
37546,2010,JINDALEE,GOOD_ORDER,MEDIUM
37547,2011,JINDALEE,UNLAWFUL_ENTRY,HIGH
37548,2011,JINDALEE,THEFT,HIGH
37549,2011,JINDALEE,THEFT,HIGH
37550,2011,JINDALEE,THEFT,HIGH
37551,2011,JINDALEE,GOOD_ORDER,HIGH
37552,2011,JINDALEE,PROPERTY_DAMAGE,HIGH
37553,2012,JINDALEE,UNLAWFUL_ENTRY,VERY LOW
37554,2012,JINDALEE,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
37555,2013,JINDALEE,THEFT,VERY LOW
37556,2014,JINDALEE,UNLAWFUL_ENTRY,MEDIUM
37557,2014,JINDALEE,UNLAWFUL_ENTRY,MEDIUM
37558,2014,JINDALEE,FRAUD,MEDIUM
37559,2014,JINDALEE,UNLAWFUL_ENTRY,MEDIUM
37560,2014,JINDALEE,UNLAWFUL_MOTOR_VEHICLE,MEDIUM
37561,2014,JINDALEE,UNLAWFUL_ENTRY,MEDIUM
37562,2014,JINDALEE,THEFT,MEDIUM
37563,2015,JINDALEE,UNLAWFUL_ENTRY,VERY LOW
37564,2015,JINDALEE,UNLAWFUL_ENTRY,VERY LOW
37565,2016,JINDALEE,UNLAWFUL_ENTRY,VERY LOW
37566,2016,JINDALEE,PROPERTY_DAMAGE,VERY LOW
37567,2016,JINDALEE,UNLAWFUL_ENTRY,VERY LOW
37568,2008,JINDALEE,THEFT,VERY HIGH
37569,2008,JINDALEE,THEFT,VERY HIGH
37570,2008,JINDALEE,UNLAWFUL_ENTRY,VERY HIGH
37571,2008,JINDALEE,UNLAWFUL_ENTRY,VERY HIGH
37572,2008,JINDALEE,UNLAWFUL_ENTRY,VERY HIGH
37573,2009,JINDALEE,DRUG,VERY HIGH
37574,2009,JINDALEE,UNLAWFUL_ENTRY,VERY HIGH
37575,2010,JINDALEE,THEFT,MEDIUM
37576,2010,JINDALEE,THEFT,MEDIUM
37577,2010,JINDALEE,GOOD_ORDER,MEDIUM
37578,2011,JINDALEE,UNLAWFUL_ENTRY,HIGH
37579,2013,JINDALEE,GOOD_ORDER,VERY LOW
37580,2014,JINDALEE,THEFT,MEDIUM
37581,2014,JINDALEE,UNLAWFUL_ENTRY,MEDIUM
37582,2015,JINDALEE,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
37583,2016,JINDALEE,THEFT,VERY LOW
37584,2017,JINDALEE,PROPERTY_DAMAGE,VERY LOW
37585,2017,JINDALEE,THEFT,VERY LOW
37586,2017,JINDALEE,UNLAWFUL_ENTRY,VERY LOW
37587,2017,JINDALEE,UNLAWFUL_ENTRY,VERY LOW
37588,2008,JINDALEE,GOOD_ORDER,VERY HIGH
37589,2008,JINDALEE,UNLAWFUL_ENTRY,VERY HIGH
37590,2008,JINDALEE,THEFT,VERY HIGH
37591,2008,JINDALEE,UNLAWFUL_ENTRY,VERY HIGH
37592,2009,JINDALEE,GOOD_ORDER,VERY HIGH
37593,2010,JINDALEE,UNLAWFUL_ENTRY,MEDIUM
37594,2010,JINDALEE,UNLAWFUL_MOTOR_VEHICLE,MEDIUM
37595,2010,JINDALEE,UNLAWFUL_ENTRY,MEDIUM
37596,2010,JINDALEE,THEFT,MEDIUM
37597,2011,JINDALEE,THEFT,HIGH
37598,2011,JINDALEE,UNLAWFUL_MOTOR_VEHICLE,HIGH
37599,2011,JINDALEE,THEFT,HIGH
37600,2011,JINDALEE,THEFT,HIGH
37601,2011,JINDALEE,GOOD_ORDER,HIGH
37602,2012,JINDALEE,UNLAWFUL_ENTRY,VERY LOW
37603,2012,JINDALEE,UNLAWFUL_ENTRY,VERY LOW
37604,2012,JINDALEE,UNLAWFUL_ENTRY,VERY LOW
37605,2012,JINDALEE,THEFT,VERY LOW
37606,2012,JINDALEE,UNLAWFUL_ENTRY,VERY LOW
37607,2013,JINDALEE,UNLAWFUL_ENTRY,VERY LOW
37608,2014,JINDALEE,THEFT,MEDIUM
37609,2015,JINDALEE,GOOD_ORDER,VERY LOW
37610,2015,JINDALEE,UNLAWFUL_ENTRY,VERY LOW
37611,2015,JINDALEE,THEFT,VERY LOW
37612,2016,JINDALEE,DRUG,VERY LOW
37613,2016,JINDALEE,THEFT,VERY LOW
37614,2016,JINDALEE,PROPERTY_DAMAGE,VERY LOW
37615,2008,JINDALEE,UNLAWFUL_ENTRY,VERY HIGH
37616,2008,JINDALEE,PROPERTY_DAMAGE,VERY HIGH
37617,2008,JINDALEE,THEFT,VERY HIGH
37618,2009,JINDALEE,DRUG,VERY HIGH
37619,2012,JINDALEE,UNLAWFUL_ENTRY,VERY LOW
37620,2013,JINDALEE,UNLAWFUL_ENTRY,VERY LOW
37621,2013,JINDALEE,UNLAWFUL_ENTRY,VERY LOW
37622,2014,JINDALEE,PROPERTY_DAMAGE,MEDIUM
37623,2015,JINDALEE,ASSAULT,VERY LOW
37624,2016,JINDALEE,PROPERTY_DAMAGE,VERY LOW
37625,2008,JINDALEE,PROPERTY_DAMAGE,VERY HIGH
37626,2009,JINDALEE,DRUG,VERY HIGH
37627,2011,JINDALEE,UNLAWFUL_ENTRY,HIGH
37628,2011,JINDALEE,ROBBERY,HIGH
37629,2011,JINDALEE,UNLAWFUL_ENTRY,HIGH
37630,2012,JINDALEE,UNLAWFUL_ENTRY,VERY LOW
37631,2012,JINDALEE,ASSAULT,VERY LOW
37632,2013,JINDALEE,DRUG,VERY LOW
37633,2008,JINDALEE,PROPERTY_DAMAGE,VERY HIGH
37634,2008,JINDALEE,PROPERTY_DAMAGE,VERY HIGH
37635,2008,JINDALEE,PROPERTY_DAMAGE,VERY HIGH
37636,2009,JINDALEE,UNLAWFUL_ENTRY,VERY HIGH
37637,2009,JINDALEE,PROPERTY_DAMAGE,VERY HIGH
37638,2009,JINDALEE,PROPERTY_DAMAGE,VERY HIGH
37639,2010,JINDALEE,PROPERTY_DAMAGE,MEDIUM
37640,2011,JINDALEE,DRUG,HIGH
37641,2011,JINDALEE,THEFT,HIGH
37642,2011,JINDALEE,THEFT,HIGH
37643,2011,JINDALEE,PROPERTY_DAMAGE,HIGH
37644,2012,JINDALEE,PROPERTY_DAMAGE,VERY LOW
37645,2012,JINDALEE,FRAUD,VERY LOW
37646,2012,JINDALEE,THEFT,VERY LOW
37647,2013,JINDALEE,UNLAWFUL_ENTRY,VERY LOW
37648,2014,JINDALEE,UNLAWFUL_ENTRY,MEDIUM
37649,2016,JINDALEE,THEFT,VERY LOW
37650,2016,JINDALEE,UNLAWFUL_ENTRY,VERY LOW
37651,2008,JINDALEE,UNLAWFUL_ENTRY,VERY HIGH
37652,2008,JINDALEE,UNLAWFUL_ENTRY,VERY HIGH
37653,2008,JINDALEE,UNLAWFUL_ENTRY,VERY HIGH
37654,2011,JINDALEE,UNLAWFUL_ENTRY,HIGH
37655,2011,JINDALEE,THEFT,HIGH
37656,2011,JINDALEE,PROPERTY_DAMAGE,HIGH
37657,2012,JINDALEE,UNLAWFUL_ENTRY,VERY LOW
37658,2012,JINDALEE,THEFT,VERY LOW
37659,2015,JINDALEE,THEFT,VERY LOW
37660,2013,JINDALEE,UNLAWFUL_ENTRY,VERY LOW
37661,2013,JINDALEE,ASSAULT,VERY LOW
37662,2015,JINDALEE,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
37663,2016,JINDALEE,GOOD_ORDER,VERY LOW
37664,2008,JINDALEE,UNLAWFUL_ENTRY,VERY HIGH
37665,2008,JINDALEE,THEFT,VERY HIGH
37666,2009,JINDALEE,DRUG,VERY HIGH
37667,2009,JINDALEE,DRUG,VERY HIGH
37668,2011,JINDALEE,UNLAWFUL_ENTRY,HIGH
37669,2012,JINDALEE,UNLAWFUL_ENTRY,VERY LOW
37670,2012,JINDALEE,UNLAWFUL_ENTRY,VERY LOW
37671,2012,JINDALEE,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
37672,2013,JINDALEE,UNLAWFUL_ENTRY,VERY LOW
37673,2013,JINDALEE,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
37674,2013,JINDALEE,THEFT,VERY LOW
37675,2014,JINDALEE,FRAUD,MEDIUM
37676,2016,JINDALEE,UNLAWFUL_ENTRY,VERY LOW
37677,2016,JINDALEE,PROPERTY_DAMAGE,VERY LOW
37678,2017,JINDALEE,UNLAWFUL_ENTRY,VERY LOW
37679,2017,JINDALEE,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
37680,2008,JINDALEE,GOOD_ORDER,VERY HIGH
37681,2008,JINDALEE,THEFT,VERY HIGH
37682,2008,JINDALEE,THEFT,VERY HIGH
37683,2008,JINDALEE,THEFT,VERY HIGH
37684,2009,JINDALEE,DRUG,VERY HIGH
37685,2009,JINDALEE,DRUG,VERY HIGH
37686,2010,JINDALEE,DRUG,MEDIUM
37687,2010,JINDALEE,DRUG,MEDIUM
37688,2010,JINDALEE,DRUG,MEDIUM
37689,2013,JINDALEE,THEFT,VERY LOW
37690,2014,JINDALEE,DRUG,MEDIUM
37691,2014,JINDALEE,DRUG,MEDIUM
37692,2014,JINDALEE,DRUG,MEDIUM
37693,2015,JINDALEE,DRUG,VERY LOW
37694,2015,JINDALEE,DRUG,VERY LOW
37695,2015,JINDALEE,DRUG,VERY LOW
37696,2015,JINDALEE,DRUG,VERY LOW
37697,2015,JINDALEE,DRUG,VERY LOW
37698,2015,JINDALEE,DRUG,VERY LOW
37699,2016,JINDALEE,DRUG,VERY LOW
37700,2016,JINDALEE,DRUG,VERY LOW
37701,2016,JINDALEE,DRUG,VERY LOW
37702,2017,JINDALEE,DRUG,VERY LOW
37703,2013,JINDALEE,PROPERTY_DAMAGE,VERY LOW
37704,2013,JINDALEE,PROPERTY_DAMAGE,VERY LOW
37705,2012,JINDALEE,UNLAWFUL_ENTRY,VERY LOW
37706,2012,JINDALEE,UNLAWFUL_ENTRY,VERY LOW
37707,2016,JINDALEE,ASSAULT,VERY LOW
37708,2013,JINDALEE,PROPERTY_DAMAGE,VERY LOW
37709,2013,JINDALEE,THEFT,VERY LOW
37710,2007,KARANA DOWNS,FRAUD,HIGH
37711,2007,KARANA DOWNS,FRAUD,HIGH
37712,2007,KARANA DOWNS,FRAUD,HIGH
37713,2007,KARANA DOWNS,PROPERTY_DAMAGE,HIGH
37714,2007,KARANA DOWNS,UNLAWFUL_ENTRY,HIGH
37715,2007,KARANA DOWNS,THEFT,HIGH
37716,2008,KARANA DOWNS,DRUG,VERY HIGH
37717,2008,KARANA DOWNS,PROPERTY_DAMAGE,VERY HIGH
37718,2008,KARANA DOWNS,UNLAWFUL_ENTRY,VERY HIGH
37719,2010,KARANA DOWNS,HANDLING_STOLEN_GOODS,MEDIUM
37720,2010,KARANA DOWNS,DRUG,MEDIUM
37721,2012,KARANA DOWNS,GOOD_ORDER,VERY LOW
37722,2013,KARANA DOWNS,THEFT,VERY LOW
37723,2013,KARANA DOWNS,UNLAWFUL_ENTRY,VERY LOW
37724,2013,KARANA DOWNS,GOOD_ORDER,VERY LOW
37725,2013,KARANA DOWNS,DRUG,VERY LOW
37726,2013,KARANA DOWNS,DRUG,VERY LOW
37727,2013,KARANA DOWNS,GOOD_ORDER,VERY LOW
37728,2013,KARANA DOWNS,UNLAWFUL_ENTRY,VERY LOW
37729,2014,KARANA DOWNS,DRUG,MEDIUM
37730,2015,KARANA DOWNS,DRUG,VERY LOW
37731,2015,KARANA DOWNS,THEFT,VERY LOW
37732,2015,KARANA DOWNS,PROPERTY_DAMAGE,VERY LOW
37733,2016,KARANA DOWNS,THEFT,VERY LOW
37734,2017,KARANA DOWNS,DRUG,VERY LOW
37735,2017,KARANA DOWNS,UNLAWFUL_ENTRY,VERY LOW
37736,2007,KARANA DOWNS,UNLAWFUL_ENTRY,HIGH
37737,2008,KARANA DOWNS,PROPERTY_DAMAGE,VERY HIGH
37738,2008,KARANA DOWNS,UNLAWFUL_ENTRY,VERY HIGH
37739,2008,KARANA DOWNS,UNLAWFUL_ENTRY,VERY HIGH
37740,2009,KARANA DOWNS,THEFT,VERY HIGH
37741,2011,KARANA DOWNS,PROPERTY_DAMAGE,HIGH
37742,2011,KARANA DOWNS,THEFT,HIGH
37743,2012,KARANA DOWNS,UNLAWFUL_ENTRY,VERY LOW
37744,2012,KARANA DOWNS,UNLAWFUL_ENTRY,VERY LOW
37745,2013,KARANA DOWNS,DRUG,VERY LOW
37746,2012,KARANA DOWNS,UNLAWFUL_ENTRY,VERY LOW
37747,2013,KARANA DOWNS,THEFT,VERY LOW
37748,2013,KARANA DOWNS,UNLAWFUL_ENTRY,VERY LOW
37749,2014,KARANA DOWNS,THEFT,MEDIUM
37750,2014,KARANA DOWNS,FRAUD,MEDIUM
37751,2016,KARANA DOWNS,UNLAWFUL_ENTRY,VERY LOW
37752,2016,KARANA DOWNS,ASSAULT,VERY LOW
37753,2016,KARANA DOWNS,ASSAULT,VERY LOW
37754,2007,KARANA DOWNS,DRUG,HIGH
37755,2008,KARANA DOWNS,PROPERTY_DAMAGE,VERY HIGH
37756,2009,KARANA DOWNS,GOOD_ORDER,VERY HIGH
37757,2010,KARANA DOWNS,DRUG,MEDIUM
37758,2012,KARANA DOWNS,GOOD_ORDER,VERY LOW
37759,2012,KARANA DOWNS,ASSAULT,VERY LOW
37760,2013,KARANA DOWNS,GOOD_ORDER,VERY LOW
37761,2015,KARANA DOWNS,GOOD_ORDER,VERY LOW
37762,2016,KARANA DOWNS,DRUG,VERY LOW
37763,2007,KARANA DOWNS,DRUG,HIGH
37764,2009,KARANA DOWNS,PROPERTY_DAMAGE,VERY HIGH
37765,2009,KARANA DOWNS,PROPERTY_DAMAGE,VERY HIGH
37766,2009,KARANA DOWNS,PROPERTY_DAMAGE,VERY HIGH
37767,2009,KARANA DOWNS,PROPERTY_DAMAGE,VERY HIGH
37768,2010,KARANA DOWNS,PROPERTY_DAMAGE,MEDIUM
37769,2010,KARANA DOWNS,UNLAWFUL_ENTRY,MEDIUM
37770,2010,KARANA DOWNS,ASSAULT,MEDIUM
37771,2010,KARANA DOWNS,PROPERTY_DAMAGE,MEDIUM
37772,2010,KARANA DOWNS,PROPERTY_DAMAGE,MEDIUM
37773,2011,KARANA DOWNS,THEFT,HIGH
37774,2012,KARANA DOWNS,UNLAWFUL_ENTRY,VERY LOW
37775,2013,KARANA DOWNS,UNLAWFUL_ENTRY,VERY LOW
37776,2007,KARANA DOWNS,UNLAWFUL_ENTRY,HIGH
37777,2007,KARANA DOWNS,UNLAWFUL_ENTRY,HIGH
37778,2007,KARANA DOWNS,THEFT,HIGH
37779,2007,KARANA DOWNS,THEFT,HIGH
37780,2007,KARANA DOWNS,THEFT,HIGH
37781,2007,KARANA DOWNS,UNLAWFUL_ENTRY,HIGH
37782,2007,KARANA DOWNS,UNLAWFUL_ENTRY,HIGH
37783,2007,KARANA DOWNS,THEFT,HIGH
37784,2008,KARANA DOWNS,ASSAULT,VERY HIGH
37785,2008,KARANA DOWNS,UNLAWFUL_ENTRY,VERY HIGH
37786,2008,KARANA DOWNS,THEFT,VERY HIGH
37787,2008,KARANA DOWNS,THEFT,VERY HIGH
37788,2008,KARANA DOWNS,THEFT,VERY HIGH
37789,2008,KARANA DOWNS,THEFT,VERY HIGH
37790,2008,KARANA DOWNS,UNLAWFUL_ENTRY,VERY HIGH
37791,2009,KARANA DOWNS,THEFT,VERY HIGH
37792,2009,KARANA DOWNS,UNLAWFUL_ENTRY,VERY HIGH
37793,2009,KARANA DOWNS,FRAUD,VERY HIGH
37794,2009,KARANA DOWNS,FRAUD,VERY HIGH
37795,2009,KARANA DOWNS,DRUG,VERY HIGH
37796,2009,KARANA DOWNS,THEFT,VERY HIGH
37797,2009,KARANA DOWNS,PROPERTY_DAMAGE,VERY HIGH
37798,2010,KARANA DOWNS,UNLAWFUL_ENTRY,MEDIUM
37799,2010,KARANA DOWNS,THEFT,MEDIUM
37800,2010,KARANA DOWNS,GOOD_ORDER,MEDIUM
37801,2010,KARANA DOWNS,GOOD_ORDER,MEDIUM
37802,2010,KARANA DOWNS,UNLAWFUL_ENTRY,MEDIUM
37803,2011,KARANA DOWNS,PROPERTY_DAMAGE,HIGH
37804,2011,KARANA DOWNS,UNLAWFUL_ENTRY,HIGH
37805,2011,KARANA DOWNS,THEFT,HIGH
37806,2011,KARANA DOWNS,ASSAULT,HIGH
37807,2011,KARANA DOWNS,THEFT,HIGH
37808,2011,KARANA DOWNS,THEFT,HIGH
37809,2012,KARANA DOWNS,ASSAULT,VERY LOW
37810,2012,KARANA DOWNS,UNLAWFUL_ENTRY,VERY LOW
37811,2012,KARANA DOWNS,FRAUD,VERY LOW
37812,2012,KARANA DOWNS,FRAUD,VERY LOW
37813,2012,KARANA DOWNS,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
37814,2012,KARANA DOWNS,FRAUD,VERY LOW
37815,2012,KARANA DOWNS,THEFT,VERY LOW
37816,2012,KARANA DOWNS,UNLAWFUL_ENTRY,VERY LOW
37817,2012,KARANA DOWNS,THEFT,VERY LOW
37818,2012,KARANA DOWNS,GOOD_ORDER,VERY LOW
37819,2013,KARANA DOWNS,UNLAWFUL_ENTRY,VERY LOW
37820,2013,KARANA DOWNS,THEFT,VERY LOW
37821,2013,KARANA DOWNS,UNLAWFUL_ENTRY,VERY LOW
37822,2013,KARANA DOWNS,UNLAWFUL_ENTRY,VERY LOW
37823,2013,KARANA DOWNS,THEFT,VERY LOW
37824,2013,KARANA DOWNS,THEFT,VERY LOW
37825,2013,KARANA DOWNS,DRUG,VERY LOW
37826,2014,KARANA DOWNS,THEFT,MEDIUM
37827,2014,KARANA DOWNS,THEFT,MEDIUM
37828,2014,KARANA DOWNS,THEFT,MEDIUM
37829,2014,KARANA DOWNS,THEFT,MEDIUM
37830,2014,KARANA DOWNS,GOOD_ORDER,MEDIUM
37831,2015,KARANA DOWNS,GOOD_ORDER,VERY LOW
37832,2015,KARANA DOWNS,THEFT,VERY LOW
37833,2015,KARANA DOWNS,THEFT,VERY LOW
37834,2015,KARANA DOWNS,UNLAWFUL_ENTRY,VERY LOW
37835,2015,KARANA DOWNS,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
37836,2015,KARANA DOWNS,GOOD_ORDER,VERY LOW
37837,2015,KARANA DOWNS,FRAUD,VERY LOW
37838,2016,KARANA DOWNS,THEFT,VERY LOW
37839,2016,KARANA DOWNS,THEFT,VERY LOW
37840,2016,KARANA DOWNS,THEFT,VERY LOW
37841,2016,KARANA DOWNS,FRAUD,VERY LOW
37842,2016,KARANA DOWNS,UNLAWFUL_ENTRY,VERY LOW
37843,2016,KARANA DOWNS,DRUG,VERY LOW
37844,2016,KARANA DOWNS,UNLAWFUL_ENTRY,VERY LOW
37845,2016,KARANA DOWNS,THEFT,VERY LOW
37846,2016,KARANA DOWNS,UNLAWFUL_ENTRY,VERY LOW
37847,2017,KARANA DOWNS,THEFT,VERY LOW
37848,2017,KARANA DOWNS,ASSAULT,VERY LOW
37849,2017,KARANA DOWNS,THEFT,VERY LOW
37850,2017,KARANA DOWNS,THEFT,VERY LOW
37851,2017,KARANA DOWNS,THEFT,VERY LOW
37852,2007,KARANA DOWNS,PROPERTY_DAMAGE,HIGH
37853,2008,KARANA DOWNS,UNLAWFUL_ENTRY,VERY HIGH
37854,2009,KARANA DOWNS,GOOD_ORDER,VERY HIGH
37855,2010,KARANA DOWNS,DRUG,MEDIUM
37856,2010,KARANA DOWNS,THEFT,MEDIUM
37857,2011,KARANA DOWNS,UNLAWFUL_ENTRY,HIGH
37858,2011,KARANA DOWNS,UNLAWFUL_ENTRY,HIGH
37859,2012,KARANA DOWNS,UNLAWFUL_ENTRY,VERY LOW
37860,2012,KARANA DOWNS,THEFT,VERY LOW
37861,2012,KARANA DOWNS,DRUG,VERY LOW
37862,2012,KARANA DOWNS,HANDLING_STOLEN_GOODS,VERY LOW
37863,2012,KARANA DOWNS,GOOD_ORDER,VERY LOW
37864,2012,KARANA DOWNS,GOOD_ORDER,VERY LOW
37865,2012,KARANA DOWNS,UNLAWFUL_ENTRY,VERY LOW
37866,2013,KARANA DOWNS,FRAUD,VERY LOW
37867,2014,KARANA DOWNS,GOOD_ORDER,MEDIUM
37868,2015,KARANA DOWNS,THEFT,VERY LOW
37869,2015,KARANA DOWNS,PROPERTY_DAMAGE,VERY LOW
37870,2017,KARANA DOWNS,PROPERTY_DAMAGE,VERY LOW
37871,2017,KARANA DOWNS,THEFT,VERY LOW
37872,2007,KARANA DOWNS,GOOD_ORDER,HIGH
37873,2007,KARANA DOWNS,UNLAWFUL_ENTRY,HIGH
37874,2007,KARANA DOWNS,ASSAULT,HIGH
37875,2007,KARANA DOWNS,GOOD_ORDER,HIGH
37876,2007,KARANA DOWNS,THEFT,HIGH
37877,2008,KARANA DOWNS,GOOD_ORDER,VERY HIGH
37878,2008,KARANA DOWNS,UNLAWFUL_ENTRY,VERY HIGH
37879,2008,KARANA DOWNS,HANDLING_STOLEN_GOODS,VERY HIGH
37880,2008,KARANA DOWNS,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
37881,2008,KARANA DOWNS,THEFT,VERY HIGH
37882,2009,KARANA DOWNS,UNLAWFUL_ENTRY,VERY HIGH
37883,2009,KARANA DOWNS,UNLAWFUL_ENTRY,VERY HIGH
37884,2009,KARANA DOWNS,UNLAWFUL_ENTRY,VERY HIGH
37885,2009,KARANA DOWNS,UNLAWFUL_ENTRY,VERY HIGH
37886,2009,KARANA DOWNS,PROPERTY_DAMAGE,VERY HIGH
37887,2010,KARANA DOWNS,UNLAWFUL_ENTRY,MEDIUM
37888,2010,KARANA DOWNS,THEFT,MEDIUM
37889,2010,KARANA DOWNS,UNLAWFUL_ENTRY,MEDIUM
37890,2011,KARANA DOWNS,PROPERTY_DAMAGE,HIGH
37891,2011,KARANA DOWNS,THEFT,HIGH
37892,2011,KARANA DOWNS,THEFT,HIGH
37893,2013,KARANA DOWNS,GOOD_ORDER,VERY LOW
37894,2013,KARANA DOWNS,GOOD_ORDER,VERY LOW
37895,2014,KARANA DOWNS,GOOD_ORDER,MEDIUM
37896,2014,KARANA DOWNS,GOOD_ORDER,MEDIUM
37897,2014,KARANA DOWNS,ASSAULT,MEDIUM
37898,2015,KARANA DOWNS,PROPERTY_DAMAGE,VERY LOW
37899,2016,KARANA DOWNS,GOOD_ORDER,VERY LOW
37900,2017,KARANA DOWNS,HOMOCIDE,VERY LOW
37901,2007,KARANA DOWNS,ASSAULT,HIGH
37902,2008,KARANA DOWNS,FRAUD,VERY HIGH
37903,2010,KARANA DOWNS,THEFT,MEDIUM
37904,2011,KARANA DOWNS,DRUG,HIGH
37905,2012,KARANA DOWNS,UNLAWFUL_ENTRY,VERY LOW
37906,2012,KARANA DOWNS,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
37907,2012,KARANA DOWNS,THEFT,VERY LOW
37908,2013,KARANA DOWNS,FRAUD,VERY LOW
37909,2015,KARANA DOWNS,PROPERTY_DAMAGE,VERY LOW
37910,2016,KARANA DOWNS,PROPERTY_DAMAGE,VERY LOW
37911,2017,KARANA DOWNS,PROPERTY_DAMAGE,VERY LOW
37912,2017,KARANA DOWNS,UNLAWFUL_ENTRY,VERY LOW
37913,2017,KARANA DOWNS,PROPERTY_DAMAGE,VERY LOW
37914,2017,KARANA DOWNS,UNLAWFUL_ENTRY,VERY LOW
37915,2007,KARANA DOWNS,THEFT,HIGH
37916,2008,KARANA DOWNS,PROPERTY_DAMAGE,VERY HIGH
37917,2009,KARANA DOWNS,DRUG,VERY HIGH
37918,2009,KARANA DOWNS,DRUG,VERY HIGH
37919,2009,KARANA DOWNS,THEFT,VERY HIGH
37920,2009,KARANA DOWNS,THEFT,VERY HIGH
37921,2010,KARANA DOWNS,PROPERTY_DAMAGE,MEDIUM
37922,2011,KARANA DOWNS,ARSON,HIGH
37923,2011,KARANA DOWNS,DRUG,HIGH
37924,2012,KARANA DOWNS,THEFT,VERY LOW
37925,2012,KARANA DOWNS,THEFT,VERY LOW
37926,2013,KARANA DOWNS,PROPERTY_DAMAGE,VERY LOW
37927,2016,KARANA DOWNS,PROPERTY_DAMAGE,VERY LOW
37928,2016,KARANA DOWNS,THEFT,VERY LOW
37929,2016,KARANA DOWNS,THEFT,VERY LOW
37930,2016,KARANA DOWNS,PROPERTY_DAMAGE,VERY LOW
37931,2007,KARANA DOWNS,ASSAULT,HIGH
37932,2007,KARANA DOWNS,PROPERTY_DAMAGE,HIGH
37933,2007,KARANA DOWNS,THEFT,HIGH
37934,2007,KARANA DOWNS,THEFT,HIGH
37935,2009,KARANA DOWNS,DRUG,VERY HIGH
37936,2009,KARANA DOWNS,UNLAWFUL_ENTRY,VERY HIGH
37937,2010,KARANA DOWNS,THEFT,MEDIUM
37938,2011,KARANA DOWNS,THEFT,HIGH
37939,2011,KARANA DOWNS,PROPERTY_DAMAGE,HIGH
37940,2011,KARANA DOWNS,THEFT,HIGH
37941,2011,KARANA DOWNS,UNLAWFUL_ENTRY,HIGH
37942,2012,KARANA DOWNS,UNLAWFUL_ENTRY,VERY LOW
37943,2012,KARANA DOWNS,THEFT,VERY LOW
37944,2012,KARANA DOWNS,UNLAWFUL_ENTRY,VERY LOW
37945,2013,KARANA DOWNS,UNLAWFUL_ENTRY,VERY LOW
37946,2013,KARANA DOWNS,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
37947,2014,KARANA DOWNS,UNLAWFUL_ENTRY,MEDIUM
37948,2014,KARANA DOWNS,THEFT,MEDIUM
37949,2014,KARANA DOWNS,THEFT,MEDIUM
37950,2015,KARANA DOWNS,DRUG,VERY LOW
37951,2015,KARANA DOWNS,DRUG,VERY LOW
37952,2015,KARANA DOWNS,ASSAULT,VERY LOW
37953,2015,KARANA DOWNS,UNLAWFUL_ENTRY,VERY LOW
37954,2015,KARANA DOWNS,PROPERTY_DAMAGE,VERY LOW
37955,2015,KARANA DOWNS,THEFT,VERY LOW
37956,2015,KARANA DOWNS,PROPERTY_DAMAGE,VERY LOW
37957,2015,KARANA DOWNS,GOOD_ORDER,VERY LOW
37958,2016,KARANA DOWNS,THEFT,VERY LOW
37959,2017,KARANA DOWNS,DRUG,VERY LOW
37960,2007,KARANA DOWNS,UNLAWFUL_ENTRY,HIGH
37961,2007,KARANA DOWNS,PROPERTY_DAMAGE,HIGH
37962,2007,KARANA DOWNS,GOOD_ORDER,HIGH
37963,2008,KARANA DOWNS,GOOD_ORDER,VERY HIGH
37964,2008,KARANA DOWNS,PROPERTY_DAMAGE,VERY HIGH
37965,2008,KARANA DOWNS,GOOD_ORDER,VERY HIGH
37966,2009,KARANA DOWNS,THEFT,VERY HIGH
37967,2010,KARANA DOWNS,DRUG,MEDIUM
37968,2009,KARANA DOWNS,GOOD_ORDER,VERY HIGH
37969,2009,KARANA DOWNS,ASSAULT,VERY HIGH
37970,2010,KARANA DOWNS,GOOD_ORDER,MEDIUM
37971,2010,KARANA DOWNS,THEFT,MEDIUM
37972,2010,KARANA DOWNS,UNLAWFUL_MOTOR_VEHICLE,MEDIUM
37973,2011,KARANA DOWNS,GOOD_ORDER,HIGH
37974,2011,KARANA DOWNS,GOOD_ORDER,HIGH
37975,2012,KARANA DOWNS,THEFT,VERY LOW
37976,2012,KARANA DOWNS,PROPERTY_DAMAGE,VERY LOW
37977,2012,KARANA DOWNS,UNLAWFUL_ENTRY,VERY LOW
37978,2012,KARANA DOWNS,UNLAWFUL_ENTRY,VERY LOW
37979,2013,KARANA DOWNS,GOOD_ORDER,VERY LOW
