Index,Year,Suburb,OffenceType,CPI-Annual-Change
75335,2013,MANLY WEST,DRUG,VERY LOW
75336,2015,MANLY WEST,THEFT,VERY LOW
75337,2016,MANLY WEST,DRUG,VERY LOW
75338,2017,MANLY WEST,DRUG,VERY LOW
75339,2017,MANLY WEST,THEFT,VERY LOW
75340,2008,MANLY WEST,UNLAWFUL_ENTRY,VERY HIGH
75341,2010,MANLY WEST,PROPERTY_DAMAGE,MEDIUM
75342,2011,MANLY,PROPERTY_DAMAGE,HIGH
75343,2013,MANLY,DRUG,VERY LOW
75344,2014,MANLY,THEFT,MEDIUM
75345,2014,MANLY,THEFT,MEDIUM
75346,2014,MANLY,THEFT,MEDIUM
75347,2014,MANLY WEST,UNLAWFUL_ENTRY,MEDIUM
75348,2008,MANLY,THEFT,VERY HIGH
75349,2008,MANLY,THEFT,VERY HIGH
75350,2009,MANLY,DRUG,VERY HIGH
75351,2010,MANLY,UNLAWFUL_ENTRY,MEDIUM
75352,2011,MANLY,THEFT,HIGH
75353,2011,MANLY,THEFT,HIGH
75354,2011,MANLY,PROPERTY_DAMAGE,HIGH
75355,2012,MANLY,GOOD_ORDER,VERY LOW
75356,2013,MANLY,UNLAWFUL_ENTRY,VERY LOW
75357,2013,MANLY,DRUG,VERY LOW
75358,2013,MANLY,GOOD_ORDER,VERY LOW
75359,2013,MANLY,DRUG,VERY LOW
75360,2014,MANLY,PROPERTY_DAMAGE,MEDIUM
75361,2015,MANLY,DRUG,VERY LOW
75362,2015,MANLY,THEFT,VERY LOW
75363,2015,MANLY,DRUG,VERY LOW
75364,2016,MANLY,UNLAWFUL_ENTRY,VERY LOW
75365,2017,MANLY,HANDLING_STOLEN_GOODS,VERY LOW
75366,2008,MANLY WEST,PROPERTY_DAMAGE,VERY HIGH
75367,2009,MANLY WEST,THEFT,VERY HIGH
75368,2010,MANLY WEST,THEFT,MEDIUM
75369,2010,MANLY WEST,THEFT,MEDIUM
75370,2010,MANLY WEST,PROPERTY_DAMAGE,MEDIUM
75371,2010,MANLY WEST,PROPERTY_DAMAGE,MEDIUM
75372,2011,MANLY WEST,THEFT,HIGH
75373,2011,MANLY WEST,GOOD_ORDER,HIGH
75374,2012,MANLY WEST,DRUG,VERY LOW
75375,2013,MANLY WEST,ROBBERY,VERY LOW
75376,2014,MANLY WEST,PROPERTY_DAMAGE,MEDIUM
75377,2008,MANLY WEST,PROPERTY_DAMAGE,VERY HIGH
75378,2008,MANLY WEST,THEFT,VERY HIGH
75379,2009,MANLY WEST,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
75380,2009,MANLY WEST,THEFT,VERY HIGH
75381,2009,MANLY WEST,THEFT,VERY HIGH
75382,2010,MANLY WEST,UNLAWFUL_ENTRY,MEDIUM
75383,2012,MANLY WEST,PROPERTY_DAMAGE,VERY LOW
75384,2013,MANLY WEST,UNLAWFUL_ENTRY,VERY LOW
75385,2013,MANLY WEST,UNLAWFUL_ENTRY,VERY LOW
75386,2014,MANLY WEST,UNLAWFUL_ENTRY,MEDIUM
75387,2014,MANLY WEST,UNLAWFUL_MOTOR_VEHICLE,MEDIUM
75388,2014,MANLY WEST,PROPERTY_DAMAGE,MEDIUM
75389,2015,MANLY WEST,PROPERTY_DAMAGE,VERY LOW
75390,2015,MANLY WEST,UNLAWFUL_ENTRY,VERY LOW
75391,2016,MANLY WEST,UNLAWFUL_ENTRY,VERY LOW
75392,2016,MANLY WEST,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
75393,2017,MANLY WEST,UNLAWFUL_ENTRY,VERY LOW
75394,2017,MANLY WEST,UNLAWFUL_ENTRY,VERY LOW
75395,2008,MANLY WEST,UNLAWFUL_ENTRY,VERY HIGH
75396,2008,MANLY WEST,UNLAWFUL_ENTRY,VERY HIGH
75397,2008,MANLY WEST,UNLAWFUL_ENTRY,VERY HIGH
75398,2008,MANLY WEST,ASSAULT,VERY HIGH
75399,2008,MANLY WEST,PROPERTY_DAMAGE,VERY HIGH
75400,2009,MANLY WEST,UNLAWFUL_ENTRY,VERY HIGH
75401,2009,MANLY WEST,PROPERTY_DAMAGE,VERY HIGH
75402,2009,MANLY WEST,UNLAWFUL_ENTRY,VERY HIGH
75403,2010,MANLY WEST,PROPERTY_DAMAGE,MEDIUM
75404,2010,MANLY WEST,UNLAWFUL_ENTRY,MEDIUM
75405,2010,MANLY WEST,PROPERTY_DAMAGE,MEDIUM
75406,2011,MANLY WEST,DRUG,HIGH
75407,2015,MANLY WEST,THEFT,VERY LOW
75408,2015,MANLY WEST,THEFT,VERY LOW
75409,2015,MANLY WEST,UNLAWFUL_ENTRY,VERY LOW
75410,2015,MANLY WEST,DRUG,VERY LOW
75411,2015,MANLY WEST,UNLAWFUL_ENTRY,VERY LOW
75412,2017,MANLY WEST,THEFT,VERY LOW
75413,2017,MANLY WEST,THEFT,VERY LOW
75414,2017,MANLY WEST,PROPERTY_DAMAGE,VERY LOW
75415,2008,MANLY WEST,UNLAWFUL_ENTRY,VERY HIGH
75416,2008,MANLY WEST,UNLAWFUL_ENTRY,VERY HIGH
75417,2009,MANLY WEST,DRUG,VERY HIGH
75418,2009,MANLY WEST,FRAUD,VERY HIGH
75419,2009,MANLY WEST,FRAUD,VERY HIGH
75420,2009,MANLY WEST,FRAUD,VERY HIGH
75421,2009,MANLY WEST,FRAUD,VERY HIGH
75422,2009,MANLY WEST,FRAUD,VERY HIGH
75423,2011,MANLY WEST,UNLAWFUL_ENTRY,HIGH
75424,2011,MANLY WEST,PROPERTY_DAMAGE,HIGH
75425,2012,MANLY WEST,UNLAWFUL_ENTRY,VERY LOW
75426,2012,MANLY WEST,PROPERTY_DAMAGE,VERY LOW
75427,2015,MANLY WEST,THEFT,VERY LOW
75428,2016,MANLY WEST,PROPERTY_DAMAGE,VERY LOW
75429,2016,MANLY WEST,THEFT,VERY LOW
75430,2008,CARINDALE,ROBBERY,VERY HIGH
75431,2013,CARINDALE,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
75432,2008,MORNINGSIDE,THEFT,VERY HIGH
75433,2009,MORNINGSIDE,THEFT,VERY HIGH
75434,2010,MORNINGSIDE,ASSAULT,MEDIUM
75435,2010,MORNINGSIDE,UNLAWFUL_ENTRY,MEDIUM
75436,2011,MORNINGSIDE,THEFT,HIGH
75437,2011,MORNINGSIDE,PROPERTY_DAMAGE,HIGH
75438,2011,MORNINGSIDE,GOOD_ORDER,HIGH
75439,2013,MORNINGSIDE,THEFT,VERY LOW
75440,2014,MORNINGSIDE,THEFT,MEDIUM
75441,2014,MORNINGSIDE,PROPERTY_DAMAGE,MEDIUM
75442,2015,MORNINGSIDE,DRUG,VERY LOW
75443,2016,MORNINGSIDE,UNLAWFUL_ENTRY,VERY LOW
75444,2016,MORNINGSIDE,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
75445,2017,MORNINGSIDE,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
75446,2017,MORNINGSIDE,UNLAWFUL_ENTRY,VERY LOW
75447,2008,MORNINGSIDE,GOOD_ORDER,VERY HIGH
75448,2011,MORNINGSIDE,UNLAWFUL_ENTRY,HIGH
75449,2011,MORNINGSIDE,PROPERTY_DAMAGE,HIGH
75450,2011,MORNINGSIDE,THEFT,HIGH
75451,2012,MORNINGSIDE,ASSAULT,VERY LOW
75452,2012,MORNINGSIDE,GOOD_ORDER,VERY LOW
75453,2014,WYNNUM WEST,UNLAWFUL_MOTOR_VEHICLE,MEDIUM
75454,2016,MORNINGSIDE,DRUG,VERY LOW
75455,2016,MORNINGSIDE,DRUG,VERY LOW
75456,2008,MORNINGSIDE,UNLAWFUL_ENTRY,VERY HIGH
75457,2008,MORNINGSIDE,GOOD_ORDER,VERY HIGH
75458,2008,MORNINGSIDE,ASSAULT,VERY HIGH
75459,2009,MORNINGSIDE,UNLAWFUL_ENTRY,VERY HIGH
75460,2010,MORNINGSIDE,UNLAWFUL_ENTRY,MEDIUM
75461,2010,MORNINGSIDE,UNLAWFUL_ENTRY,MEDIUM
75462,2011,MORNINGSIDE,PROPERTY_DAMAGE,HIGH
75463,2011,MORNINGSIDE,UNLAWFUL_ENTRY,HIGH
75464,2012,MORNINGSIDE,THEFT,VERY LOW
75465,2012,MORNINGSIDE,THEFT,VERY LOW
75466,2012,MORNINGSIDE,ASSAULT,VERY LOW
75467,2012,MORNINGSIDE,DRUG,VERY LOW
75468,2013,MORNINGSIDE,DRUG,VERY LOW
75469,2013,CANNON HILL,THEFT,VERY LOW
75470,2013,MORNINGSIDE,DRUG,VERY LOW
75471,2013,MORNINGSIDE,UNLAWFUL_ENTRY,VERY LOW
75472,2013,MORNINGSIDE,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
75473,2014,MORNINGSIDE,DRUG,MEDIUM
75474,2014,MORNINGSIDE,UNLAWFUL_ENTRY,MEDIUM
75475,2014,MORNINGSIDE,DRUG,MEDIUM
75476,2015,MORNINGSIDE,THEFT,VERY LOW
75477,2015,MORNINGSIDE,THEFT,VERY LOW
75478,2015,MORNINGSIDE,DRUG,VERY LOW
75479,2016,MORNINGSIDE,UNLAWFUL_ENTRY,VERY LOW
75480,2016,MORNINGSIDE,HANDLING_STOLEN_GOODS,VERY LOW
75481,2016,MORNINGSIDE,DRUG,VERY LOW
75482,2016,MORNINGSIDE,DRUG,VERY LOW
75483,2016,MORNINGSIDE,THEFT,VERY LOW
75484,2016,MORNINGSIDE,HANDLING_STOLEN_GOODS,VERY LOW
75485,2016,MORNINGSIDE,GOOD_ORDER,VERY LOW
75486,2008,MURARRIE,UNLAWFUL_ENTRY,VERY HIGH
75487,2008,MURARRIE,UNLAWFUL_ENTRY,VERY HIGH
75488,2008,MURARRIE,GOOD_ORDER,VERY HIGH
75489,2009,MURARRIE,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
75490,2009,MURARRIE,THEFT,VERY HIGH
75491,2009,MURARRIE,DRUG,VERY HIGH
75492,2009,MURARRIE,DRUG,VERY HIGH
75493,2010,MURARRIE,DRUG,MEDIUM
75494,2010,MURARRIE,UNLAWFUL_ENTRY,MEDIUM
75495,2010,MURARRIE,PROPERTY_DAMAGE,MEDIUM
75496,2011,MURARRIE,PROPERTY_DAMAGE,HIGH
75497,2011,MURARRIE,UNLAWFUL_ENTRY,HIGH
75498,2011,MURARRIE,PROPERTY_DAMAGE,HIGH
75499,2011,MURARRIE,THEFT,HIGH
75500,2012,MURARRIE,UNLAWFUL_ENTRY,VERY LOW
75501,2012,MURARRIE,GOOD_ORDER,VERY LOW
75502,2012,MURARRIE,PROPERTY_DAMAGE,VERY LOW
75503,2012,MURARRIE,PROPERTY_DAMAGE,VERY LOW
75504,2012,MURARRIE,UNLAWFUL_ENTRY,VERY LOW
75505,2012,MURARRIE,UNLAWFUL_ENTRY,VERY LOW
75506,2012,MURARRIE,UNLAWFUL_ENTRY,VERY LOW
75507,2012,MURARRIE,UNLAWFUL_ENTRY,VERY LOW
75508,2012,MURARRIE,UNLAWFUL_ENTRY,VERY LOW
75509,2013,MURARRIE,ARSON,VERY LOW
75510,2013,MURARRIE,UNLAWFUL_ENTRY,VERY LOW
75511,2013,MURARRIE,UNLAWFUL_ENTRY,VERY LOW
75512,2013,MURARRIE,UNLAWFUL_ENTRY,VERY LOW
75513,2013,MURARRIE,PROPERTY_DAMAGE,VERY LOW
75514,2013,MURARRIE,UNLAWFUL_ENTRY,VERY LOW
75515,2013,MURARRIE,PROPERTY_DAMAGE,VERY LOW
75516,2013,MURARRIE,PROPERTY_DAMAGE,VERY LOW
75517,2013,MURARRIE,UNLAWFUL_ENTRY,VERY LOW
75518,2013,MURARRIE,UNLAWFUL_ENTRY,VERY LOW
75519,2013,MURARRIE,UNLAWFUL_ENTRY,VERY LOW
75520,2013,MURARRIE,PROPERTY_DAMAGE,VERY LOW
75521,2013,MURARRIE,DRUG,VERY LOW
75522,2014,MURARRIE,PROPERTY_DAMAGE,MEDIUM
75523,2016,MURARRIE,FRAUD,VERY LOW
75524,2016,MURARRIE,DRUG,VERY LOW
75525,2015,WYNNUM WEST,THEFT,VERY LOW
75526,2016,MURARRIE,PROPERTY_DAMAGE,VERY LOW
75527,2017,MURARRIE,UNLAWFUL_ENTRY,VERY LOW
75528,2017,MURARRIE,PROPERTY_DAMAGE,VERY LOW
75529,2008,MURARRIE,GOOD_ORDER,VERY HIGH
75530,2009,MURARRIE,PROPERTY_DAMAGE,VERY HIGH
75531,2009,MURARRIE,THEFT,VERY HIGH
75532,2009,MURARRIE,THEFT,VERY HIGH
75533,2009,MURARRIE,UNLAWFUL_ENTRY,VERY HIGH
75534,2009,MURARRIE,UNLAWFUL_ENTRY,VERY HIGH
75535,2010,MURARRIE,GOOD_ORDER,MEDIUM
75536,2010,MURARRIE,DRUG,MEDIUM
75537,2010,MURARRIE,PROPERTY_DAMAGE,MEDIUM
75538,2010,MURARRIE,THEFT,MEDIUM
75539,2011,MURARRIE,PROPERTY_DAMAGE,HIGH
75540,2011,MURARRIE,PROPERTY_DAMAGE,HIGH
75541,2011,MURARRIE,PROPERTY_DAMAGE,HIGH
75542,2012,MURARRIE,THEFT,VERY LOW
75543,2012,MURARRIE,DRUG,VERY LOW
75544,2012,MURARRIE,UNLAWFUL_ENTRY,VERY LOW
75545,2012,MURARRIE,THEFT,VERY LOW
75546,2013,MURARRIE,THEFT,VERY LOW
75547,2013,MURARRIE,UNLAWFUL_ENTRY,VERY LOW
75548,2014,MURARRIE,ASSAULT,MEDIUM
75549,2014,MURARRIE,PROPERTY_DAMAGE,MEDIUM
75550,2014,MURARRIE,DRUG,MEDIUM
75551,2014,MURARRIE,GOOD_ORDER,MEDIUM
75552,2014,MURARRIE,THEFT,MEDIUM
75553,2015,MURARRIE,ASSAULT,VERY LOW
75554,2015,MURARRIE,THEFT,VERY LOW
75555,2015,MURARRIE,DRUG,VERY LOW
75556,2016,MURARRIE,PROPERTY_DAMAGE,VERY LOW
75557,2016,MURARRIE,THEFT,VERY LOW
75558,2017,MURARRIE,FRAUD,VERY LOW
75559,2017,MURARRIE,PROPERTY_DAMAGE,VERY LOW
75560,2008,NORMAN PARK,THEFT,VERY HIGH
75561,2008,NORMAN PARK,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
75562,2009,NORMAN PARK,UNLAWFUL_ENTRY,VERY HIGH
75563,2009,NORMAN PARK,THEFT,VERY HIGH
75564,2010,NORMAN PARK,ASSAULT,MEDIUM
75565,2012,NORMAN PARK,UNLAWFUL_ENTRY,VERY LOW
75566,2012,NORMAN PARK,THEFT,VERY LOW
75567,2012,NORMAN PARK,UNLAWFUL_ENTRY,VERY LOW
75568,2013,NORMAN PARK,UNLAWFUL_ENTRY,VERY LOW
75569,2014,NORMAN PARK,UNLAWFUL_ENTRY,MEDIUM
75570,2014,NORMAN PARK,THEFT,MEDIUM
75571,2014,NORMAN PARK,UNLAWFUL_ENTRY,MEDIUM
75572,2015,NORMAN PARK,THEFT,VERY LOW
75573,2015,NORMAN PARK,THEFT,VERY LOW
75574,2016,NORMAN PARK,THEFT,VERY LOW
75575,2008,NORMAN PARK,UNLAWFUL_ENTRY,VERY HIGH
75576,2009,NORMAN PARK,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
75577,2010,NORMAN PARK,UNLAWFUL_ENTRY,MEDIUM
75578,2012,NORMAN PARK,THEFT,VERY LOW
75579,2012,NORMAN PARK,UNLAWFUL_ENTRY,VERY LOW
75580,2014,NORMAN PARK,PROPERTY_DAMAGE,MEDIUM
75581,2008,NORMAN PARK,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
75582,2008,NORMAN PARK,THEFT,VERY HIGH
75583,2009,NORMAN PARK,THEFT,VERY HIGH
75584,2009,NORMAN PARK,PROPERTY_DAMAGE,VERY HIGH
75585,2010,NORMAN PARK,UNLAWFUL_ENTRY,MEDIUM
75586,2010,NORMAN PARK,THEFT,MEDIUM
75587,2011,NORMAN PARK,UNLAWFUL_ENTRY,HIGH
75588,2011,NORMAN PARK,UNLAWFUL_ENTRY,HIGH
75589,2011,NORMAN PARK,UNLAWFUL_MOTOR_VEHICLE,HIGH
75590,2012,NORMAN PARK,ASSAULT,VERY LOW
75591,2012,NORMAN PARK,UNLAWFUL_ENTRY,VERY LOW
75592,2012,NORMAN PARK,DRUG,VERY LOW
75593,2013,NORMAN PARK,FRAUD,VERY LOW
75594,2014,NORMAN PARK,DRUG,MEDIUM
75595,2014,NORMAN PARK,UNLAWFUL_ENTRY,MEDIUM
75596,2015,NORMAN PARK,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
75597,2008,NORMAN PARK,UNLAWFUL_ENTRY,VERY HIGH
75598,2008,NORMAN PARK,THEFT,VERY HIGH
75599,2013,NORMAN PARK,FRAUD,VERY LOW
75600,2015,NORMAN PARK,THEFT,VERY LOW
75601,2015,NORMAN PARK,GOOD_ORDER,VERY LOW
75602,2015,NORMAN PARK,UNLAWFUL_ENTRY,VERY LOW
75603,2015,NORMAN PARK,GOOD_ORDER,VERY LOW
75604,2016,NORMAN PARK,GOOD_ORDER,VERY LOW
75605,2017,NORMAN PARK,THEFT,VERY LOW
75606,2017,NORMAN PARK,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
75607,2008,TINGALPA,GOOD_ORDER,VERY HIGH
75608,2008,TINGALPA,THEFT,VERY HIGH
75609,2008,TINGALPA,UNLAWFUL_ENTRY,VERY HIGH
75610,2008,TINGALPA,DRUG,VERY HIGH
75611,2008,TINGALPA,UNLAWFUL_ENTRY,VERY HIGH
75612,2009,TINGALPA,UNLAWFUL_ENTRY,VERY HIGH
75613,2011,TINGALPA,ROBBERY,HIGH
75614,2012,TINGALPA,THEFT,VERY LOW
75615,2014,TINGALPA,UNLAWFUL_ENTRY,MEDIUM
75616,2014,TINGALPA,THEFT,MEDIUM
75617,2015,TINGALPA,UNLAWFUL_ENTRY,VERY LOW
75618,2016,TINGALPA,GOOD_ORDER,VERY LOW
75619,2016,TINGALPA,THEFT,VERY LOW
75620,2008,TINGALPA,PROPERTY_DAMAGE,VERY HIGH
75621,2008,TINGALPA,THEFT,VERY HIGH
75622,2009,TINGALPA,THEFT,VERY HIGH
75623,2009,TINGALPA,GOOD_ORDER,VERY HIGH
75624,2011,TINGALPA,UNLAWFUL_ENTRY,HIGH
75625,2012,TINGALPA,UNLAWFUL_ENTRY,VERY LOW
75626,2013,TINGALPA,THEFT,VERY LOW
75627,2013,TINGALPA,THEFT,VERY LOW
75628,2013,TINGALPA,GOOD_ORDER,VERY LOW
75629,2015,TINGALPA,DRUG,VERY LOW
75630,2015,TINGALPA,UNLAWFUL_ENTRY,VERY LOW
75631,2015,TINGALPA,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
75632,2015,TINGALPA,DRUG,VERY LOW
75633,2015,TINGALPA,THEFT,VERY LOW
75634,2015,TINGALPA,THEFT,VERY LOW
75635,2008,TINGALPA,THEFT,VERY HIGH
75636,2009,TINGALPA,PROPERTY_DAMAGE,VERY HIGH
75637,2010,TINGALPA,GOOD_ORDER,MEDIUM
75638,2008,TINGALPA,DRUG,VERY HIGH
75639,2008,TINGALPA,ASSAULT,VERY HIGH
75640,2009,TINGALPA,ASSAULT,VERY HIGH
75641,2009,TINGALPA,DRUG,VERY HIGH
75642,2009,TINGALPA,UNLAWFUL_ENTRY,VERY HIGH
75643,2009,TINGALPA,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
75644,2010,TINGALPA,UNLAWFUL_ENTRY,MEDIUM
75645,2010,TINGALPA,ASSAULT,MEDIUM
75646,2011,TINGALPA,THEFT,HIGH
75647,2011,TINGALPA,PROPERTY_DAMAGE,HIGH
75648,2011,TINGALPA,ASSAULT,HIGH
75649,2011,TINGALPA,PROPERTY_DAMAGE,HIGH
75650,2012,TINGALPA,THEFT,VERY LOW
75651,2012,TINGALPA,DRUG,VERY LOW
75652,2012,TINGALPA,UNLAWFUL_ENTRY,VERY LOW
75653,2012,TINGALPA,UNLAWFUL_ENTRY,VERY LOW
75654,2012,TINGALPA,PROPERTY_DAMAGE,VERY LOW
75655,2012,TINGALPA,PROPERTY_DAMAGE,VERY LOW
75656,2012,TINGALPA,UNLAWFUL_ENTRY,VERY LOW
75657,2012,TINGALPA,PROPERTY_DAMAGE,VERY LOW
75658,2012,TINGALPA,DRUG,VERY LOW
75659,2013,TINGALPA,UNLAWFUL_ENTRY,VERY LOW
75660,2013,TINGALPA,PROPERTY_DAMAGE,VERY LOW
75661,2013,TINGALPA,UNLAWFUL_ENTRY,VERY LOW
75662,2013,TINGALPA,PROPERTY_DAMAGE,VERY LOW
75663,2014,TINGALPA,PROPERTY_DAMAGE,MEDIUM
75664,2014,TINGALPA,DRUG,MEDIUM
75665,2015,TINGALPA,DRUG,VERY LOW
75666,2016,TINGALPA,UNLAWFUL_ENTRY,VERY LOW
75667,2016,TINGALPA,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
75668,2016,TINGALPA,DRUG,VERY LOW
75669,2016,TINGALPA,DRUG,VERY LOW
75670,2016,TINGALPA,DRUG,VERY LOW
75671,2017,TINGALPA,THEFT,VERY LOW
75672,2008,TINGALPA,GOOD_ORDER,VERY HIGH
75673,2010,TINGALPA,DRUG,MEDIUM
75674,2010,TINGALPA,GOOD_ORDER,MEDIUM
75675,2012,TINGALPA,THEFT,VERY LOW
75676,2012,TINGALPA,THEFT,VERY LOW
75677,2015,TINGALPA,DRUG,VERY LOW
75678,2015,TINGALPA,PROPERTY_DAMAGE,VERY LOW
75679,2008,TINGALPA,UNLAWFUL_ENTRY,VERY HIGH
75680,2008,TINGALPA,UNLAWFUL_ENTRY,VERY HIGH
75681,2010,TINGALPA,THEFT,MEDIUM
75682,2017,TINGALPA,HANDLING_STOLEN_GOODS,VERY LOW
75683,2017,TINGALPA,UNLAWFUL_ENTRY,VERY LOW
75684,2008,TINGALPA,PROPERTY_DAMAGE,VERY HIGH
75685,2009,TINGALPA,THEFT,VERY HIGH
75686,2009,TINGALPA,GOOD_ORDER,VERY HIGH
75687,2010,TINGALPA,PROPERTY_DAMAGE,MEDIUM
75688,2010,TINGALPA,THEFT,MEDIUM
75689,2010,TINGALPA,UNLAWFUL_ENTRY,MEDIUM
75690,2010,TINGALPA,UNLAWFUL_ENTRY,MEDIUM
75691,2011,TINGALPA,UNLAWFUL_ENTRY,HIGH
75692,2011,TINGALPA,GOOD_ORDER,HIGH
75693,2011,TINGALPA,DRUG,HIGH
75694,2012,TINGALPA,GOOD_ORDER,VERY LOW
75695,2012,TINGALPA,DRUG,VERY LOW
75696,2012,TINGALPA,GOOD_ORDER,VERY LOW
75697,2012,TINGALPA,DRUG,VERY LOW
75698,2012,TINGALPA,DRUG,VERY LOW
75699,2012,TINGALPA,THEFT,VERY LOW
75700,2012,TINGALPA,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
75701,2013,TINGALPA,PROPERTY_DAMAGE,VERY LOW
75702,2013,TINGALPA,THEFT,VERY LOW
75703,2014,TINGALPA,DRUG,MEDIUM
75704,2014,WYNNUM WEST,GOOD_ORDER,MEDIUM
75705,2015,TINGALPA,DRUG,VERY LOW
75706,2015,TINGALPA,THEFT,VERY LOW
75707,2017,TINGALPA,UNLAWFUL_MOTOR_VEHICLE,VERY LOW
75708,2008,TINGALPA,ASSAULT,VERY HIGH
75709,2009,TINGALPA,THEFT,VERY HIGH
75710,2010,TINGALPA,THEFT,MEDIUM
75711,2011,TINGALPA,THEFT,HIGH
75712,2012,TINGALPA,PROPERTY_DAMAGE,VERY LOW
75713,2013,TINGALPA,PROPERTY_DAMAGE,VERY LOW
75714,2016,TINGALPA,FRAUD,VERY LOW
75715,2008,TINGALPA,UNLAWFUL_ENTRY,VERY HIGH
75716,2009,TINGALPA,UNLAWFUL_ENTRY,VERY HIGH
75717,2009,TINGALPA,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
75718,2009,TINGALPA,DRUG,VERY HIGH
75719,2011,TINGALPA,UNLAWFUL_MOTOR_VEHICLE,HIGH
75720,2012,TINGALPA,GOOD_ORDER,VERY LOW
75721,2014,TINGALPA,UNLAWFUL_MOTOR_VEHICLE,MEDIUM
75722,2008,WAKERLEY,UNLAWFUL_ENTRY,VERY HIGH
75723,2008,WAKERLEY,UNLAWFUL_ENTRY,VERY HIGH
75724,2009,WAKERLEY,UNLAWFUL_ENTRY,VERY HIGH
75725,2009,WAKERLEY,UNLAWFUL_ENTRY,VERY HIGH
75726,2010,WAKERLEY,UNLAWFUL_ENTRY,MEDIUM
75727,2010,WAKERLEY,PROPERTY_DAMAGE,MEDIUM
75728,2010,WAKERLEY,ASSAULT,MEDIUM
75729,2011,WAKERLEY,DRUG,HIGH
75730,2011,WAKERLEY,HANDLING_STOLEN_GOODS,HIGH
75731,2011,WAKERLEY,UNLAWFUL_ENTRY,HIGH
75732,2012,WAKERLEY,PROPERTY_DAMAGE,VERY LOW
75733,2017,WAKERLEY,UNLAWFUL_ENTRY,VERY LOW
75734,2017,WAKERLEY,UNLAWFUL_ENTRY,VERY LOW
75735,2008,WYNNUM,UNLAWFUL_ENTRY,VERY HIGH
75736,2008,WYNNUM,PROPERTY_DAMAGE,VERY HIGH
75737,2008,WYNNUM,ASSAULT,VERY HIGH
75738,2009,WYNNUM,THEFT,VERY HIGH
75739,2010,WYNNUM,PROPERTY_DAMAGE,MEDIUM
75740,2010,WYNNUM,THEFT,MEDIUM
75741,2010,WYNNUM,THEFT,MEDIUM
75742,2010,WYNNUM,PROPERTY_DAMAGE,MEDIUM
75743,2010,WYNNUM,PROPERTY_DAMAGE,MEDIUM
75744,2011,WYNNUM,THEFT,HIGH
75745,2011,WYNNUM,THEFT,HIGH
75746,2011,WYNNUM,ASSAULT,HIGH
75747,2012,WYNNUM,HANDLING_STOLEN_GOODS,VERY LOW
75748,2012,WYNNUM,DRUG,VERY LOW
75749,2012,WYNNUM,UNLAWFUL_ENTRY,VERY LOW
75750,2012,WYNNUM,ASSAULT,VERY LOW
75751,2012,WYNNUM,DRUG,VERY LOW
75752,2012,WYNNUM,GOOD_ORDER,VERY LOW
75753,2013,WYNNUM,UNLAWFUL_ENTRY,VERY LOW
75754,2013,WYNNUM,UNLAWFUL_ENTRY,VERY LOW
75755,2013,WYNNUM,PROPERTY_DAMAGE,VERY LOW
75756,2014,WYNNUM,UNLAWFUL_ENTRY,MEDIUM
75757,2014,WYNNUM,GOOD_ORDER,MEDIUM
75758,2014,WYNNUM,PROPERTY_DAMAGE,MEDIUM
75759,2014,WYNNUM,GOOD_ORDER,MEDIUM
75760,2014,WYNNUM,THEFT,MEDIUM
75761,2015,WYNNUM,THEFT,VERY LOW
75762,2016,WYNNUM,PROPERTY_DAMAGE,VERY LOW
75763,2016,WYNNUM,ASSAULT,VERY LOW
75764,2008,WYNNUM,DRUG,VERY HIGH
75765,2008,WYNNUM,THEFT,VERY HIGH
75766,2008,WYNNUM,THEFT,VERY HIGH
75767,2010,WYNNUM,PROPERTY_DAMAGE,MEDIUM
75768,2010,WYNNUM,PROPERTY_DAMAGE,MEDIUM
75769,2010,WYNNUM,PROPERTY_DAMAGE,MEDIUM
75770,2014,WYNNUM,PROPERTY_DAMAGE,MEDIUM
75771,2016,WYNNUM,PROPERTY_DAMAGE,VERY LOW
75772,2016,WYNNUM,UNLAWFUL_ENTRY,VERY LOW
75773,2016,WYNNUM,UNLAWFUL_ENTRY,VERY LOW
75774,2008,WYNNUM,GOOD_ORDER,VERY HIGH
75775,2008,WYNNUM,THEFT,VERY HIGH
75776,2008,WYNNUM,UNLAWFUL_MOTOR_VEHICLE,VERY HIGH
75777,2009,WYNNUM,PROPERTY_DAMAGE,VERY HIGH
75778,2009,WYNNUM,DRUG,VERY HIGH
